日期,漲跌,動盪,交易量,自營商,投信,外資,3日,4日,5日,6日,7日,8日,9日,10日,target_1,target_2
2020/8/20,-416,619.99,3524.66832,-28.9795933,-16.9878569,-146.7054466,-308.5,-379.7425,-390.358,-392.04667,-379.99857,-384.6925,-400.98889,-407.513,395.61,1
2020/8/19,-93.5,171.47,2555.84456,-20.2820081,-1.41308269,-5.19737152,-90.32333,-71.9475,-54.456,-27.33167,-23.64857,-35.1125,-36.79222,-46.599,-131.51,0
2020/8/18,-83.97,141.33,2504.5142,-5.175571,-0.13251998,-29.95480165,-2.43,25.43,60.702,65.91,53.37143,52.10875,41.72333,44.535,-264.3,0
2020/8/17,160.65,155.42,2228.58664,12.2778736,7.2801219,96.45522408,117.87667,159.8475,163.062,146.23667,143.52286,130.90875,133.45333,144.727,-593.47,0
2020/8/14,32.33,122.12,2145.85977,4.3324003,6.8882814,39.48917829,52.48,43.1775,14.834,6.79333,-11.04,-10.515,0.15778,28.385,-16.82,0
2020/8/13,92.78,95.67,2394.93177,-7.1724342,-0.11929778,72.32612033,25.24,-13.7875,-24.178,-45.21,-44.34714,-32.1525,-0.79111,9.121,109.01,1
2020/8/12,-109.84,105.42,2189.49013,-19.693693,-7.13739277,-104.2007363,-111.16333,-123.0025,-147.032,-144.51833,-129.52571,-93.67,-82.64556,-79.638,285.76,1
2020/8/11,-113.81,125.82,2066.67809,-6.2337958,-6.2283534,-49.71255621,-54.16333,-73.95,-63.582,-41.27333,2.78857,16.86375,21.35333,43.14,15.27,1
2020/8/10,65.13,146.36,2163.22152,-4.34673729,-13.08134023,27.52292767,15.21,34.3325,64.282,117.06333,133.08286,137.8325,161.74333,176.296,-130.87,0
2020/8/7,-84.63,121.45,2401.9655,-8.80741427,-3.69906949,-121.8847094,-19.35333,15.2225,75.346,90.13333,92.39286,116.83125,130.75444,141.736,-158.52,0
2020/8/6,111.2,120.67,2620.92613,1.39846294,4.56364689,39.1225176,104.92667,178.8125,192.79,192.42167,218.15143,231.72875,242.11444,278.849,-133.31,0
2020/8/5,92.38,76.4,2408.24381,-1.8021368,16.63581551,-2.91023313,127.21667,129.7875,119.706,143.31,153.63286,161.17875,198.63222,217.695,91.7,1
2020/8/4,196.89,132.04,2135.63217,5.20732911,8.02046786,56.06282147,80.67,57.2525,79.592,86.85833,91.82429,131.08125,149.50333,158.218,118.95,1
2020/8/3,-151.77,166.43,2333.05009,-1.7425844,2.62200664,-302.4279777,-120.55333,-97.4,-92.66,-89.76167,-47.08286,-28.69875,-21.09222,-7.435,400.47,1
2020/7/31,-58.12,97.77,2104.36132,3.1129912,2.57645728,-89.09517046,21.90333,35.945,44.056,96.84,118.97143,128.04125,143.50889,178.184,137.5,1
2020/7/30,181.95,152.64,2157.07482,-2.22531267,10.11825735,-28.38321858,106.04667,113.19,174.328,196.92,204.45286,219.5675,256.10222,284.628,-13,0
2020/7/29,-45.76,172.86,2212.20519,-32.39070464,-11.09585955,-61.24890839,-31.03,35.96,54.354,56.57833,68.98429,106.165,134.30333,159.196,-27.94,0
2020/7/28,-1.57,498.51,3489.22818,-10.38574981,-5.5862439,-73.03868396,93.70667,113.7025,113.654,126.24167,167.09143,196.85125,222.64444,238.768,78.07,1
2020/7/27,284.26,99.45,2566.12208,3.5456255,-1.38527224,75.32010246,153.17333,143.6375,153.06,196.51,226.54286,252.045,266.86778,278.11,134.62,1
2020/7/24,-109,236.29,2684.23485,-25.2448584,7.625777,-107.7006524,-92.74333,-92.935,-48.448,-19.96,3.79143,15.96625,24.75111,31.524,236.93,1
2020/7/23,-60.23,81.9,2281.502,0.4495105,5.98840161,-88.69322986,-14.91333,48.44,85.048,113.42333,127.24714,136.845,144.02667,163.56,173.69,1
2020/7/22,75.72,97.55,2262.56573,-1.5594879,18.04066034,-23.81908225,124.81667,166.54,196.338,208.685,216.62429,222.26,241.96333,245.825,115.03,1
2020/7/21,223.01,207.84,2256.23415,9.50642665,21.388328,126.4056866,146.33333,169.7025,174.702,177.00833,178.29143,196.48875,197.41889,200.413,-93.51,0
2020/7/20,-7.02,155.53,1764.39351,-7.7857255,6.44461892,43.54201361,3.26,-4.6325,-10.6,-15.00333,1.54857,-0.91375,-0.32889,7.861,238.5,1
2020/7/17,23.82,122.31,2002.71063,-14.1794687,18.94788902,17.80208668,0.84333,-6.23,-10.984,8.82667,5.97571,6.65,15.75444,20.665,291.71,1
2020/7/16,-45.11,113.89,1996.19271,-13.54782903,14.9389944,-70.58164222,-32.12667,-37.55,-13.228,-16.84833,-16.22,-6.09625,-0.85889,24.085,239.81,1
2020/7/15,-6.16,157.96,2404.27292,-19.0394609,8.88313209,39.5902423,-4.95667,28.575,24.892,26.18667,38.14286,44.14375,71.87111,104.455,-28.31,0
2020/7/14,-2.55,84.4,2053.69888,0.84296114,6.92982383,-47.32200604,44.26,37.275,37.584,50.66,56.61,87.015,122.22111,160.558,-27.45,0
2020/7/13,137.88,106.63,2111.32056,2.2250964,5.24895753,43.77525643,52.25,49.53,63.342,68.595,101.99571,140.04875,180.94778,221.885,-53.82,0
2020/7/10,-119.01,223.38,2610.20496,-13.8600441,-12.86758384,2.5483312,-71.84,-58.7025,-55.566,-18.885,22.17571,65.68625,108.65889,150.899,129.17,1
2020/7/9,22.5,92.09,2527.27573,-2.0768827,-3.1729048,-66.69438106,40.74,49.5525,96.348,144.88167,194.08,241.25125,286.67556,311.21,16.32,1
2020/7/8,77.22,106.43,2426.76395,17.5672895,-10.77908879,-54.98958959,43.57,97.935,151.358,203.92667,253.21571,300.01,323.28889,346.743,41.37,1
2020/7/7,-23.73,221.38,2775.06544,-1.9193021,-7.8665582,45.72952047,53.36,111.9775,167.492,218.19833,265.64857,286.48,308.05,329.249,-19.29,0
2020/7/6,207.54,174.86,2520.79467,10.77524839,3.22318681,201.5261829,173.03333,233.095,285.568,333.65333,351.13571,370.28625,389.56222,407.29,75.99,1
2020/7/3,104.02,75.69,2188.79744,2.54984568,33.3717159,106.6690474,103.25333,149.42,192.844,202.11833,215.64429,230.7175,245.00444,256.587,261.03,1
2020/7/2,101.72,114.26,1913.09888,3.25247232,-4.66569162,28.57823145,95.20667,137.035,138.522,147.565,159.65714,171.61,181.07667,190.024,287.83,1
2020/7/1,82.18,113.75,1930.5626,1.94858963,1.46210371,36.50038323,80.99333,71.4325,75.358,84.54667,94.40571,101.99125,109.41778,117.654,413.28,1
2020/6/30,78.62,74.4,1965.60077,6.43514272,-9.33913189,68.38905409,13.06333,12.0175,19.276,27.96,34.38143,40.915,48.54667,75.19,287.92,1
2020/6/29,-118.05,108.15,2093.2536,-7.05756,-7.71457167,-129.394399,-62.59667,-54.525,-45.068,-38.50833,-31.86,-24.005,4.92444,15.7,262.52,1
2020/6/24,48.31,63.44,2032.93938,-0.21053036,-4.61237042,93.3328527,45.35,61.715,71.84,80.88,90.61571,123.59,135.49444,134.435,42.75,1
2020/6/23,39.43,148.55,2065.06975,0.22430403,-2.23487472,38.10223208,33.97667,41.49,48.746,57.40833,92.93571,104.12125,101.06222,80.176,8.88,1
2020/6/22,23.07,78.97,1834.81628,-0.43813704,3.88458423,23.64258723,15.89,21.5025,29.46,68.995,79.56571,74.265,49.65444,38.271,-30.31,0
2020/6/19,1.53,42.51,2523.81617,8.12572261,4.79993246,-102.1952893,5.6,13.755,59.724,69.75667,61.80429,32.79125,19.45333,11.462,110.81,1
2020/6/18,13.74,82.03,1859.06443,2.9103075,7.45043162,22.50829579,16.81,73.125,82.178,70.575,35.94571,20.355,11.20556,16.978,64.03,1
2020/6/17,22.95,68,1756.89968,-12.72694345,6.7831352,37.75687339,83.76,88.9825,70.95,28.19667,9.52286,-1.13375,5.12444,18.748,38.34,1
2020/6/16,205.38,161.58,1831.11897,7.19561974,7.18730266,183.5278296,95.69333,65.7375,10.886,-11.84,-24.24571,-17.185,-2.11889,17.241,38.22,1
2020/6/15,-123.68,170.39,1784.03622,-11.0711823,12.3836285,-156.4764494,-117.73,-191.7725,-219.588,-233.66667,-225.02,-207.76375,-186.22333,-149.768,242.07,1
2020/6/12,-105.83,197.66,1984.90678,9.37466193,-5.90716655,29.50215202,-132.01667,-150.805,-156.72,-138.84333,-113.76429,-85.82125,-42.72889,-3.364,104.65,1
2020/6/11,-184.39,254.53,2410.95735,-8.4808293,1.4150032,2.2788618,-95.24333,-90.07,-60.782,-26.895,7.74857,57.76,102.09222,151.244,-24.13,0
2020/6/10,83.05,119.88,1919.5693,3.37976219,3.25469238,102.3042591,64.29667,108.4125,152.116,193.43,250.40143,299.24375,352.43889,394.792,-413.9,0
2020/6/9,26.79,103.07,1755.51999,-3.2929023,2.62393684,68.22457604,61.5,107.095,149.066,209.085,258.94286,313.44375,355.60778,382.292,-207.17,0
2020/6/8,130.92,103.45,2044.8348,-1.1106419,16.63205853,96.54161177,116.00333,159.5425,224.112,275.31,331.43143,373.26875,397.97889,419.492,-74.55,0
2020/6/5,86.17,70.42,1811.56373,4.4229478,8.0950309,70.59493551,81.80333,149.22,199.452,255.75,295.67286,316.80625,335.18222,362.486,240.76,1
2020/6/4,73.07,83.84,2036.55766,5.4565165,17.76489454,44.83499962,112.79,163.145,220.73,258.78167,275.89429,290.91,316.59222,343.141,243.88,1
2020/6/3,192.23,148,2145.94995,57.775621,15.36914945,176.4247461,144.45667,202.8425,237.468,248.80667,259.39857,283.09625,308.19778,308.563,290.16,1
2020/6/2,48.91,67.52,1824.09279,6.4902215,15.40872316,17.28257798,78.22667,104.605,106.338,110.40167,131.30857,154.4925,150.61778,157.569,351.47,1
2020/6/1,136.86,137.89,1695.63747,10.4479469,10.7246455,154.2886042,90.56333,84.0125,83.572,104.28333,127.65286,120.535,126.16667,135.408,314.21,1
2020/5/29,-2.03,103.13,2156.03913,4.99038335,2.00633936,-110.4517892,-24.84333,-32.395,-11.72,12.06833,0.89429,5.0775,13.59333,32.395,378,1
2020/5/28,-70.47,172.23,1730.84682,3.0672871,6.45580769,-72.54349938,-41.16333,-12.62,16.512,3.07333,7.83286,17.3225,38.02444,47.149,183.74,1
2020/5/27,17.45,97.47,1579.44246,0.29989002,9.2059084,3.32211882,53.64333,91.11,74.158,79.60833,90.26714,113.2475,122.85778,133.95,64.36,1
2020/5/26,126.03,142.9,1824.16463,9.91062866,12.6303537,141.698847,104.03,75.2475,78.08,87.86167,111.97571,120.765,131.38333,124.139,-55.05,0
2020/5/25,60.03,155.29,1487.92998,7.94990914,-2.42378553,-45.68094492,-25.7,-28.43,-20.596,4.60833,11.98714,21.77625,11.90222,9.883,73.01,1
2020/5/22,-197.16,172.99,1783.99371,-1.474796,-3.27521893,-290.8558204,-97.93667,-85.775,-54.5,-46.045,-35.14286,-46.64,-49.04889,-64.355,203.51,1
2020/5/21,100.51,88.45,1722.18054,10.8190871,13.45595756,9.78960837,82.79333,129.035,141.906,156.16,143.85714,141.98,125.65444,123.778,-11.1,0
2020/5/20,47.36,73.83,1725.37826,4.97596971,10.6077686,43.89405005,71.53667,76.8725,86.882,67.32333,61.75286,40.85125,37.02111,39.807,-36.62,0
2020/5/19,119.89,112,1892.82767,6.9992253,10.063787,46.49677197,55.13667,61.2425,33.428,24.685,-0.67286,-5.71125,-3.13,5.729,-49.29,0
2020/5/18,-74.37,82.17,1951.70626,0.30905572,-8.12415508,-159.0046075,-38.23333,-78.105,-90.268,-120.675,-126.41714,-123.41125,-113.52444,-105.578,267.76,1
2020/5/15,34.04,173.46,1764.29392,-4.40111314,-2.1945535,-19.20896433,-29.77,-38.465,-70.44,-73.11667,-66.67143,-53.345,-42.93889,-29.201,92.88,1
2020/5/14,-157.39,116.71,1881.03843,-7.4378415,2.8851064,-188.6937008,-85.32667,-122.09,-121.78,-111.82333,-95.00571,-82.34625,-66.48556,-80.963,79.56,1
2020/5/13,58.8,109.34,1682.04611,2.2024754,8.5587595,-47.59934133,-5.39667,5.165,23.202,46.55,63.28,82.59375,67.43111,77.293,-197.72,0
2020/5/12,-133.79,120,1744.37566,-1.85225297,4.01774018,-250.9291328,-51.91333,-29.7975,-2.94,15.02667,35.59286,17.06,27.08111,50.714,-64.55,0
2020/5/11,111.84,96.93,1698.31281,5.14329818,7.708945,28.12811699,94.06,130.115,151.822,175.315,153.28714,164.25625,190.13889,215.724,-232.38,0
2020/5/8,58.5,87.48,1878.3044,5.4926521,5.0460431,-41.05621087,61.64667,77.9375,98.538,66.995,75.88143,102.06625,127.85333,170.474,36.85,1
2020/5/7,67.94,115.71,1686.77763,8.86368416,9.41311334,-18.12850191,45.41667,64.6725,21.894,30.02833,58.14714,85.335,130.91556,165.465,36.55,1
2020/5/6,0.37,120.63,1826.68856,-14.0068727,5.29536765,-52.83047349,18.29,-40.5725,-31.906,-0.10167,29.58571,79.34,115.91,151.043,238.28,1
2020/5/5,54.13,98.52,1793.02767,1.5777475,-0.48493288,-123.8730862,-54.46667,-40.2525,-0.492,34.14667,90.30429,130.02875,167.45556,199.329,126.81,1
2020/5/4,-271.66,123.01,1910.90739,-4.68122094,0.53560451,-369.6415187,-107.8,-54.745,-13.154,51.225,94.47429,134.2575,167.34667,163.989,122.44,1
2020/4/30,219.92,186.52,2317.71128,4.77186469,26.7805974,185.9159967,198.66667,255.2175,333.13,381.88,425.09714,459.925,453.87,447.993,-217.16,0
2020/4/29,156.16,138.43,1944.24601,-9.15708065,11.00309548,180.2682347,120.37,196.4925,238.336,276.02667,305.70857,290.68375,277.85,289.739,2.39,1
2020/4/28,48.79,82.81,1834.87726,8.59201799,20.8457903,-16.57659442,105.83,141.76,175.072,200.5,176.05,156.42125,165.77222,166.08,104.42,1
2020/4/27,219.91,171.47,1787.98338,12.35283943,8.8231427,168.8355196,140.22333,170.05,191.81,156.60167,129.97714,137.70375,135.74333,145.602,424.87,1
2020/4/24,-19.15,62.73,1263.59986,-0.58700792,6.45112827,-56.78666113,6.82333,19.8525,-31.988,-68.27,-62.53429,-67.19875,-58.13,-27.503,424.86,1
2020/4/23,58.77,167.82,1559.89401,-2.57318759,14.03800504,-38.1043438,45.62,-20.835,-62.774,-53.80667,-57.64857,-46.24625,-11.40889,10.622,249.55,1
2020/4/22,19.32,170.76,1534.03171,-5.56972563,-0.55158678,-34.4974179,-86.55,-137.2375,-123.338,-126.02667,-111.62286,-71.605,-46.96778,-23.44,259.53,1
2020/4/21,-298.29,265.85,1848.01965,-17.27479532,-8.9704175,-242.4636288,-202.30333,-173.4925,-170.552,-149.54667,-101.15429,-72.15875,-45.36444,-25.733,58.94,1
2020/4/20,-10.33,94.68,1365.36624,-2.01492297,-0.54516763,5.14354391,66.96667,85.1,118.834,180.27667,215.82286,247.255,269.69778,301.76,-220.2,0
2020/4/17,221.56,157.57,2332.24932,-1.86001232,24.8566353,203.9437841,123.79667,158.8725,226.662,262.12333,292.90714,313.74,345.61889,388.887,-289.3,0
2020/4/16,-71.73,108.16,1576.65481,-2.81799529,9.38911694,-124.5557431,-9.73,61.7675,92.988,120.165,137,167.26125,210.53667,260.668,-87.06,0
2020/4/15,114.27,95.07,1949.14557,-13.173044,26.35514867,-36.84276345,154.08667,187.965,215.928,231.56333,262.88571,308.58375,361.36111,399.14,139.5,1
2020/4/14,233.72,213.48,1580.14679,11.1069824,19.10070904,151.2201915,136.35,155.64,163.606,192.43,238.39714,292.26125,329.21889,366.648,264.1,1
2020/4/13,-58.39,98.75,1189.24338,-11.2577828,12.37152119,-75.88758124,-26.2,-29.2125,-2.804,44.41,100.29286,136.65125,173.66667,196.33,276.26,1
2020/4/10,38.18,61.35,1223.37106,-5.34292223,3.11194496,-0.34246147,19.44,54.885,111.682,175.39833,214.56286,253.765,276.53444,291.006,289.6,1
2020/4/9,-18.04,154.48,1653.38167,-6.25948661,3.76073342,-71.89386634,35,101.4225,172.298,212.14333,251.83714,272.92125,285.16,304.112,213.51,1
2020/4/8,141.08,165.1,1706.85529,-4.91591551,17.9209631,2.29712398,153.27,233.4125,272.612,311.85,329.95,338.845,355.94222,405.533,-38.25,0
2020/4/7,177.65,110.99,1741.56364,1.5954574,19.831149,33.86987052,170.13667,199.685,233.14,243.86167,246.17143,259.355,309.51222,389.197,161.22,1
2020/4/6,155.11,167.22,1531.93812,5.9625702,5.9539546,21.42308319,88.59667,113.775,114.984,109.55,118.75571,170.55125,254.79111,287.777,300.69,1
2020/4/1,-44.43,72.37,1205.42519,-1.2282666,21.859734,-47.07482746,-3.41,-11.38,-23.65,-16.56167,39.80571,131.53,164.64222,246.407,473.84,1
2020/3/31,78.63,159.51,1471.68294,-8.93564165,16.61556282,-58.12101391,29.25667,14.8675,24.556,90.87,194.75,229.6525,318.21556,335.333,288.33,1
2020/3/30,-69.49,240.18,1285.14847,-1.31654361,-2.27122005,-48.50837442,-58.80667,-47.935,30.414,148.57833,183.83,279.3625,293.96222,283.546,189.31,1
2020/3/27,-37.44,263.72,1816.93588,-15.3047212,9.00129414,-97.1727971,5.57667,107.5075,247.784,283.95833,388.76143,400.1975,384.54111,344.202,-35.29,0
2020/3/26,91.61,174.71,1542.34507,-2.9806259,5.07368461,86.01403243,180.78333,347.17,378.19,490.995,494.80857,470.04875,419.88667,338.647,-28.3,0
2020/3/25,359.13,295.94,1845.85854,-17.10783257,13.3777698,-23.1326328,371.28333,381.1275,497.584,485.66667,445.58857,380.7625,284.66444,178.441,-15.32,0
2020/3/24,395.59,331.86,1548.92631,-10.0344982,0.29031248,52.58141378,149.04,262.85,223.67,160.72333,76.02714,-38.8825,-160.86222,-305.589,413.3,1
2020/3/23,-344.06,279.38,1540.51714,2.54577171,-1.02120834,-158.41803,-45.12333,-116.0025,-202.722,-306.89167,-440.02714,-576.56,-735.13333,-872.971,846.33,1
2020/3/20,552.75,447.56,2370.73889,-26.64793141,6.63242104,-219.0664334,189.39,90.6575,-24.21,-169.305,-314.86571,-482.965,-625.90778,-737.672,410.66,1
2020/3/19,-537.33,561.65,2711.79218,-17.48178148,-7.00346845,-212.2111601,-431.87333,-583.0125,-755.916,-920.09333,-1104.71,-1256.89625,-1372.38556,-1499.194,604.28,1
2020/3/18,-220.96,290.94,2123.04696,-26.60149103,4.68579711,-287.1117229,-240.02,-407.565,-566.782,-751.49833,-899.12286,-1006.60375,-1128.44111,-1245.212,-328.64,0
2020/3/17,-278.14,305.72,2379.69022,-4.12543525,-6.15318717,-230.4476479,-322.46,-487.5175,-680.838,-828.01667,-929.44429,-1048.53625,-1162.60889,-1241.62,-205.54,0
2020/3/16,-411.1,413.03,2111.60706,-25.97068862,-0.62952488,-333.5423437,-371.88333,-572.9075,-715.48,-806.21167,-920.18714,-1029.795,-1101.43778,-1152.289,-1036.43,0
2020/3/13,-293.45,535.05,3036.51584,-15.37996444,-14.36812913,-302.3231432,-352.77667,-483.25,-556.354,-662.45167,-765.80857,-828.0175,-869.22111,-886.458,-910.2,0
2020/3/12,-471.43,485.72,2711.70546,-22.74151932,-20.18701667,-368.223169,-350.88333,-401.9925,-501.492,-599.99333,-652.85571,-684.42375,-691.50333,-709.338,-982.69,0
2020/3/11,-109.79,202.32,1776.5819,-39.35183728,8.7390546,-211.5849735,-64.56,-155.435,-248.562,-290.235,-310.76857,-306.51125,-316.72333,-339.038,-1175.98,0
2020/3/10,25.9,202.25,2077.53829,7.04395285,-2.01393939,-86.19548631,-97.45667,-200.9125,-238.492,-252.77333,-240.50857,-246.52375,-266.91889,-293.896,-874.67,0
2020/3/9,-344.17,244.12,2326.70776,-13.1233422,8.2992632,-545.582729,-293.78333,-324.015,-329.228,-306.49333,-307.64143,-326.18375,-352.45111,-372.929,-555.32,0
2020/3/6,-193.01,161.04,1514.78312,-11.36509457,7.83487715,-288.2318199,-87.85,-67.365,-23.622,-14.745,-28.61143,-52.3375,-70.19556,-99.63,-428.06,0
2020/3/5,122.47,70.67,1459.57941,-1.98303305,13.9528704,9.65677864,103.19,163.4825,175.316,159.63,133.19571,114.04,82.31,53.052,-511.28,0
2020/3/4,64.63,94.54,1407.35268,-4.2168796,1.2609911,62.77728037,95.50667,96.675,69.086,32.925,7.86143,-29.87125,-63.52333,-93.82,-414.71,0
2020/3/3,157.26,110.38,1650.18977,2.13824639,8.432272,-135.3726005,64.27,21.7275,-25.12,-55.45833,-98.76857,-136.09375,-168.87444,-184.113,-5.91,0
2020/3/2,-121.71,232.2,2032.06894,17.122755,1.70666598,-196.9850275,-128.29,-188.66,-223.81,-272.49,-312.79571,-347.24375,-361.83,-384.952,344.36,1
2020/2/27,-141.45,195.71,2034.59786,-9.4227983,-9.9971643,-232.2493768,-129.83667,-158.0525,-205.278,-243.21833,-275.14,-285.34875,-306.01444,-327.766,100.18,1
2020/2/26,-106.61,86.16,1770.77022,0.2979913,7.20117836,-332.0150245,-69.28667,-115.1475,-150.412,-179.54667,-184.66286,-202.81625,-222.73444,-236.277,-105.9,0
2020/2/25,5.36,151.62,1554.87338,8.81457814,-4.55995034,-116.7068293,-46.92,-81.405,-108.846,-108.83,-125.18,-143.96625,-155.92,-163.724,-369.77,0
2020/2/24,-151.48,103.2,1402.97223,3.9874702,2.79135937,-263.3939451,-113.9,-141.4175,-135.956,-151.40333,-169.89286,-180.77,-187.27556,-181.465,-242.7,0
2020/2/21,-38.74,93.54,1249.45302,-2.5563531,-1.24899544,-34.49351458,-37.07667,-18.465,-30.204,-46.72833,-55.11429,-59.205,-50.14778,-33.905,-252.73,0
2020/2/20,-33.75,113.68,1353.14329,6.1981456,-2.0721484,-82.73327625,14.12,0.985,-17.334,-25.56,-28.92286,-17.67625,1.06778,12.189,-184.86,0
2020/2/19,109.86,129.27,1417.49978,5.5837808,-8.47376792,38.04911997,35.06333,12.0825,3.078,0.00667,13.54857,34.95125,47.29333,43.48,-223.97,0
2020/2/18,-114.53,74.15,1413.06676,-2.16227845,-3.9150214,-212.1233271,-93.75,-106.0125,-109.852,-94.05333,-69.91571,-56.655,-61.54889,-47.858,37.37,1
2020/2/17,-52.19,50.74,1160.30224,5.3844225,-14.21051914,-42.09554467,-26.82,-22.785,1.666,32.96167,49.78143,45.2875,61.35444,75.978,-38.42,0
2020/2/14,23.92,51.92,1130.97286,7.9146204,-3.5087192,16.94686124,21.81,54.2725,91.744,110.26833,103.94714,121.21375,136.61,169.027,-56.86,0
2020/2/13,17.59,70.04,1410.66312,-4.897597,-4.1492006,19.61500743,48.44333,90.76,108.402,97.35167,114.61,129.76625,163.88778,177.167,-142.8,0
2020/2/12,110.15,108.12,1504.42446,10.69326982,4.7264942,62.39193795,103.42333,117.9125,99.232,116.12167,130.71429,166.78375,179.26222,196.581,-10.68,0
2020/2/11,89.97,64.33,1231.95473,8.5739026,7.24760027,-6.84367691,47.06667,13.89,29.196,42.35,80.46,91.52,108.27333,51.979,151.66,1
2020/2/10,-38.74,174.69,1320.02863,3.8098243,-12.70682111,-45.38774726,-71.45,-53.475,-39.15,3.9,14.62429,31.8375,-32.21556,-80.616,217.71,1
2020/2/7,-136.87,120.62,1298.83685,-1.9464667,-19.89532334,-87.91089204,-32.56,-10.1975,43.42,55.80167,75.12571,2.4975,-50.83333,-91.162,161.38,1
2020/2/6,176.06,144.57,1446.7857,5.23736669,-7.5258516,52.08912927,123.27333,191.145,203.832,224.51667,139.72429,79.6825,35.57889,-2.199,-85.64,0
2020/2/5,17.7,107.71,1581.56237,-17.3812716,-0.7998407,-5.38879671,78.8,78.73,93.36,-13.04833,-84.99429,-136.03375,-178.50333,-221.272,0.45,1
2020/2/4,201,188.33,1617.27672,-3.28450547,1.16470317,-40.30035127,87.27333,99,-33.358,-116.86,-173.16714,-218.51625,-263.55778,-292.952,56.89,1
2020/2/3,-140.18,227.87,1844.92196,4.15701596,5.25505733,12.15731347,-69,-242.6975,-341.232,-403.02833,-450.73286,-497.5025,-526.50222,-540.825,394.76,1
2020/1/31,73.36,157.26,1766.94486,-24.4928402,-11.0313,-171.9543258,-183.41667,-286.36,-343.454,-385.675,-428.39429,-452.135,-460.73667,-462.216,78.52,1
2020/1/30,-696.97,515.01,2776.31291,-16.5418686,-28.40881629,-181.0169788,-455.17333,-502.6775,-536.17,-573.15333,-590.08571,-591.68875,-586.93333,-567.776,134.18,1
2020/1/20,28.42,49.87,1161.98931,8.840336,-2.49146776,54.78963282,26.73333,26.7575,9.186,8.53667,20.75429,36.67,66.10778,83.336,-763.79,0
2020/1/17,23.36,61.64,1341.95436,-1.10887246,-3.10620459,-20.76588609,7.25667,-16.9375,-18.176,-4.20667,13.48857,45.95125,64.17556,71.451,-595.19,0
2020/1/16,-24.95,69.46,1412.03446,1.60926251,2.9441142,-46.18752816,-45.94333,-46.08,-28.408,-7.62333,29.15571,48.8375,56.03,46.077,-645.19,0
2020/1/15,-87.93,121.91,1525.59256,-19.286063,-1.17479467,-88.96921984,-36.49,-10.56,15.802,58.965,80.76429,87.98375,76.14667,67.672,26.83,1
2020/1/14,66.39,46.35,1541.64388,10.7466101,6.62910768,41.01323281,73.85,107.6825,158.688,182.155,188.48286,173.595,163.12111,165.076,-89.52,0
2020/1/13,88.77,76.18,1434.88573,4.03117398,9.63532912,107.2883781,77.18667,131.97,152.196,153.50667,132.00429,117.12125,117.02778,111.33,-46.49,0
2020/1/10,54.02,79.15,1289.36009,-0.2502942,1.06762668,68.97632746,87.19,101.475,95.438,65.235,45.08286,42.88625,34.93,24.743,67.23,1
2020/1/9,153.53,103.09,1342.59818,5.50421489,14.70471663,54.21111989,81.28,65.2775,24.262,-1.42333,-5.00714,-14.72375,-26.52778,-26.913,209.18,1
2020/1/8,-63.22,122.22,1506.79445,-5.27963953,3.9937756,-12.32385678,-66.49333,-123.2025,-155.238,-159.37167,-170.35714,-183.37375,-183.43333,-184.193,296.32,1
2020/1/7,-73.04,163.63,1664.20714,-12.25374905,-12.1942534,-98.2088311,-101.05,-130.8275,-128.026,-135.53,-146.35,-143.1425,-141.43889,-136.901,144.33,1
2020/1/6,-157.07,86.72,1443.04046,-9.57401695,-17.85310923,-97.509097,-101.39667,-86.9925,-89.596,-97.70167,-90.55143,-86.07875,-79.07222,-78.052,17.27,1
2020/1/3,9.95,174.04,1937.59681,-5.68025939,1.82212895,-1.35866137,41.08,45.075,39.828,51.42667,58.69429,68.11375,70.34556,78.446,-293.33,0
2020/1/2,103.34,84.51,1427.14556,13.95424086,-0.77617601,-34.29869735,50.15,39.835,51.762,58.52667,67.89429,69.18875,77.21222,77.649,-220.16,0
2019/12/31,-56.23,50.61,1180.37041,-0.84533639,0.91580756,-94.30384487,-50.22667,-38.6375,-33.108,-24.13,-24.26714,-16.47625,-17.06333,-27.888,-43.78,0
2019/12/30,-38.22,68.67,1255.43906,1.18902372,-3.25783745,-14.55701577,4.71333,14.845,27.274,27.91833,37.4,37.03375,25.24333,18.355,57.06,1
2019/12/27,90.58,60.3,1090.59598,5.04360685,-3.3575805,79.99348153,58.01333,72.3125,71.722,81.85333,80.54429,66.61875,58.61444,67.935,8.89,1
2019/12/26,-7.12,48.02,1007.93909,-2.58371778,-9.21246635,0.84236972,5.83667,-0.9275,7.644,3.38833,-14.44429,-24.63875,-15.09667,-6.259,-3.87,0
2019/12/25,31.75,58.42,912.22874,18.1188289,3.63148263,6.28392723,5.88333,16.675,11.186,-9.73167,-21.03857,-9.86375,0.16556,17.32,45.24,1
2019/12/24,-45.85,51.22,1041.32655,0.40332534,-7.40541582,7.07335065,-9.51667,-17.7675,-43.428,-56.295,-43.02286,-31.56375,-12.50556,16.306,115.21,1
2019/12/23,63.15,62.02,1143.10881,-1.58650374,0.4645921,18.08230367,22.16,-8.435,-21.704,-4.34333,9.77714,31.78125,63.96778,97.01,-21.22,0
2019/12/20,-59.82,90.77,1705.95065,4.6528065,-5.45530603,-45.08974019,-74.39667,-90.28,-68.362,-51.74333,-26.82857,8.81375,44.63889,70.006,49.05,1
