日期,指數,指數%,動盪%,交易量%,融資%,融券%,自營商,投信,外資,5日%,10日%,20日%,60日%,120日%,240日%
2017/12/7,10355.76,-0.36849,0.92341,-16.4499,0.01646,-9.39,-5.82220801,-8.59505675,-67.55812009,-1.5242,-2.50729,-3.00361,-2.72312,-1.81669,2.02927
2017/12/6,10393.92,-1.66376,1.55943,9.11191,-0.71679,-2.30387,-6.01491477,-4.90168784,-110.3770751,-1.54531,-2.61085,-2.81186,-2.38681,-1.44037,2.43021
2017/12/5,10566.85,-0.7974,0.89294,11.43715,-0.47462,-1.3723,-8.48141608,-13.56887237,-5.68247428,-0.48845,-1.33727,-1.33044,-0.73932,0.23104,4.06773
2017/12/4,10651.11,0.47638,0.93526,-39.67474,0.4788,1.88808,-4.17588806,-9.43266951,-14.16163087,0.04321,-0.735,-0.65721,0.05087,1.05239,4.87352
2017/12/1,10600.37,0.37668,1.60108,-28.76699,0.15157,-4.29989,-6.967399,-8.01316049,-76.87429646,-0.62358,-1.22986,-1.20274,-0.40984,0.623,4.46806
2017/11/30,10560.44,-1.44984,0.84261,41.9219,0.02277,-3.42504,-9.63609324,-16.19420468,-136.855508,-1.48456,-1.70852,-1.68028,-0.78122,0.28891,4.15618
2017/11/29,10713.55,0.06048,0.60662,-5.03231,0.46029,3.13379,0.54933243,-2.0577419,-66.80572665,-0.5833,-0.31527,-0.33358,0.65014,1.74753,5.57133
2017/11/28,10707.07,-0.40964,0.55847,4.98075,0.3577,1.2604,-1.0154863,-14.61527255,-85.89640498,-0.84785,-0.29856,-0.43764,0.61238,1.73504,5.56624
2017/11/27,10750.93,-0.95954,1.00645,4.87289,0.01276,-0.0629,-6.07460083,-6.21094498,-82.88538861,-0.57069,0.12912,-0.06823,1.03525,2.17526,6.00742
2017/11/24,10854.09,-0.00442,0.36905,-1.39028,0.82912,0.29447,-1.7898051,-2.103535,-30.59591845,0.54433,1.14006,0.88011,2.00119,3.14533,6.95834
2017/11/23,10854.57,0.29462,0.58129,-37.93195,0.83354,1.10315,4.38842308,-0.6682036,17.50335361,0.82962,1.25629,0.95128,2.04924,3.19906,7.02746
2017/11/22,10822.59,0.40055,0.74936,22.89658,0.73895,-0.91786,3.52430467,12.96821851,84.62036719,0.96075,1.06735,0.71395,1.81494,2.96295,6.81684
2017/11/21,10779.24,1.06399,0.92996,20.38653,0.2938,1.51173,1.7642399,-2.27175003,76.56612221,0.91858,0.67282,0.34806,1.46593,2.61876,6.50236
2017/11/20,10664.55,-0.34779,0.67307,-16.18742,-0.1179,0.93553,2.1189395,-3.55798179,-23.66031983,0.02567,-0.45267,-0.707,0.44748,1.62002,5.55696
2017/11/17,10701.64,0.71578,0.52211,17.27274,-0.17918,2.70698,0.94299633,4.09762964,25.38871546,0.33597,-0.21818,-0.39098,0.81986,2.00086,5.9416
2017/11/16,10625.04,-0.0528,0.53841,-21.83914,0.06278,0.60678,2.78145501,0.35077236,-18.54289974,-0.44096,-1.03399,-1.12756,0.15108,1.34252,5.32152
2017/11/15,10630.65,-0.53176,0.64979,3.10022,0.1362,-1.25663,-4.6327795,2.92738545,-131.6573947,-0.61039,-1.13445,-1.1378,0.2403,1.44039,5.42894
2017/11/14,10687.18,0.0305,0.74988,-3.45623,-0.30629,-0.45667,-3.6129214,-0.98495506,7.41998008,-0.43067,-0.76391,-0.64477,0.81543,2.00295,5.98682
2017/11/13,10683.92,-0.45629,0.60906,7.24149,0.07584,0.67476,-1.7924084,-1.99219661,29.03638658,-0.74802,-0.89445,-0.69231,0.84223,2.01818,6.01698
2017/11/10,10732.67,-0.09876,0.7756,-23.60981,0.26832,0.24969,-4.80891093,-9.83132733,-17.57938467,-0.48098,-0.50413,-0.27701,1.34148,2.51289,6.50407
2017/11/9,10743.27,-0.70481,1.01104,18.48624,-0.272,-2.79249,-5.9021959,-5.97982007,-31.41333499,-0.50862,-0.38304,-0.17408,1.50743,2.6653,6.66192
2017/11/8,10818.99,-0.19734,0.35713,-5.28409,0.21854,1.03886,5.23665131,-0.27960283,-33.14180417,0.11119,0.32739,0.54173,2.26333,3.40399,7.38197
2017/11/7,10840.34,0.49952,0.32022,11.1225,-0.08638,7.51411,-0.35428269,-2.71954712,5.54238299,0.33123,0.58681,0.81962,2.5471,3.66122,7.63448
2017/11/6,10786.19,-0.13517,0.82249,-2.10984,0.20586,1.97307,-2.77193628,5.5681178,-30.2356277,-0.08285,0.17725,0.46426,2.13678,3.24485,7.24333
2017/11/3,10800.77,0.11351,0.64961,-3.4818,0.0969,0.50653,1.04124062,0.22596395,-3.7081125,0.10655,0.3592,0.72266,2.33932,3.43507,7.44011
2017/11/2,10788.51,-0.16545,0.36167,-7.9125,0.13694,-0.32592,-0.84078317,-3.02792931,-11.60384422,0.16295,0.3126,0.76344,2.27938,3.38475,7.40678
2017/11/1,10806.36,0.11623,0.53572,8.00606,0.38706,0.5815,1.8665694,2.16171398,-16.08971097,0.42734,0.50338,1.07697,2.47466,3.60231,7.63031
2017/10/31,10793.8,0.34214,0.75683,-5.04342,0.37734,1.03661,1.89973227,-1.41602329,-14.44310031,0.41485,0.46735,1.15753,2.39622,3.55341,7.58668
2017/10/30,10756.87,0.444,0.9142,-19.2109,-0.05212,-0.41916,-3.22367434,2.21961836,34.38297788,0.16596,0.19132,1.0338,2.10564,3.28367,7.3411
2017/10/27,10709.11,-0.23952,0.94894,24.55068,-0.80449,-1.54771,-10.85007557,5.16003257,-10.30401301,-0.23882,-0.26999,0.80741,1.71372,2.9137,6.98776
2017/10/26,10734.76,-0.14728,0.37177,-6.88741,-0.02222,1.18783,0.47093458,0.30038768,11.41032398,-0.03614,-0.04436,1.22255,1.97804,3.20729,7.26897
2017/10/25,10750.57,0.06316,0.5047,6.86483,-0.02654,1.4309,-2.64123822,0.0556665,4.07190463,0.06348,0.12446,1.59,2.16831,3.41146,7.46994
2017/10/24,10743.78,0.07977,0.37514,5.66513,0.04015,0.88816,0.41642701,-2.104689,7.61661799,0.0567,0.16315,1.7208,2.15662,3.41639,7.47674
2017/10/23,10735.21,0.05896,0.55938,-19.62085,0.32619,-0.808,-0.27738702,-0.05623672,7.85937765,0.01535,0.27997,1.77932,2.12831,3.39954,7.46517
2017/10/20,10728.88,-0.29276,0.47621,5.15635,-0.02904,-0.86076,2.16964217,2.61663656,32.64874391,-0.11634,0.42333,1.79443,2.1058,3.40312,7.46737
2017/10/19,10760.29,0.37183,0.48868,-15.04653,-0.31128,2.12464,4.5398511,-3.01952766,55.01199921,0.18481,0.9552,2.17854,2.43954,3.74609,7.79319
2017/10/18,10720.28,-0.02677,0.98227,12.10174,-0.00345,-0.23318,-6.6309578,-2.86914967,35.09440744,-0.09658,0.86085,1.89934,2.12163,3.4559,7.50555
2017/10/17,10723.15,-0.47617,0.69797,-4.64644,-0.26173,-1.97266,-3.96849822,2.01607839,3.38916629,0.07772,1.20104,1.96696,2.18808,3.54855,7.58551
2017/10/16,10774.21,0.46518,0.47187,2.62506,0.261,-0.10958,2.33922964,2.74136726,49.39718429,0.90459,2.03421,2.49779,2.69593,4.07268,8.0761
2017/10/13,10724.09,0.11796,0.45001,-2.2123,-0.04223,2.39323,4.30858745,4.18789644,26.45050283,0.91877,2.02186,2.14498,2.28389,3.69681,7.70043
2017/10/12,10711.44,0.65584,0.40191,-23.6232,0.2746,0.33959,3.84230301,2.09647268,62.84264326,1.2774,2.27716,2.11867,2.2024,3.66136,7.64595
2017/10/11,10641.19,1.0185,0.86582,30.07806,0.08157,-2.31572,-2.2246579,4.52295194,95.31538728,1.08854,2.05906,1.51999,1.59282,3.1032,7.09126
2017/10/6,10532.81,0.13804,0.43731,2.36502,-0.10084,-1.97537,-1.11932674,-0.59320123,30.2719255,0.55924,1.34113,0.53942,0.6093,2.18595,6.18763
2017/10/5,10518.27,0.4651,0.54744,-2.70677,0.21944,0.51764,-0.3788633,-2.1247827,36.90571255,0.80753,1.28379,0.36526,0.48599,2.12148,6.10742
2017/10/3,10469.35,0.04002,0.47145,7.173,0.12329,0.40264,4.91629558,1.62122109,-38.72375383,0.76778,0.76504,-0.10997,0.03025,1.72555,5.72025
2017/10/2,10465.16,0.7761,0.55649,46.5611,0.22901,1.42312,7.38181235,1.6839325,11.93080932,1.00071,0.67771,-0.18756,-0.00203,1.74616,5.73399
2017/9/30,10383.94,0.52003,0.36393,-87.54459,0.11742,2.11549,3.77107199,3.6444335,3.21813569,0.62726,-0.20604,-1.04471,-0.77625,1.03641,5.04884
2017/9/29,10329.94,0.3242,0.63208,-5.74034,-0.42375,2.46235,-3.50794078,-6.28648586,44.7507239,0.20081,-0.96959,-1.66292,-1.28789,0.56322,4.59946
2017/9/28,10296.45,-0.2936,0.74622,-2.85064,0.22458,-1.46057,-2.73723833,2.09330561,-82.73836274,-0.35638,-1.54126,-2.12222,-1.61205,0.28126,4.33276
2017/9/27,10326.68,0.67456,0.39837,-11.65415,0.04811,2.81742,-3.87327883,5.92561886,-20.61429831,-0.60873,-1.493,-1.96336,-1.32617,0.61061,4.65625
2017/9/26,10257.02,-0.76894,1.13277,-6.89211,-0.89321,-2.74124,-3.78938967,13.14809514,-81.9295438,-1.66735,-2.38331,-2.77415,-2.02701,-0.0283,4.05182
2017/9/25,10335.89,-1.10092,1.19641,7.43813,-0.73611,-2.82764,-6.80871106,-13.08826844,-41.85338125,-1.50905,-1.94391,-2.1058,-1.26311,0.76592,4.82319
2017/9/22,10449.68,-1.23219,1.25314,0.41364,-0.67277,-2.23835,-3.88294052,-4.92877682,-84.6994739,-0.9696,-1.05991,-1.08489,-0.17269,1.88145,5.90201
2017/9/21,10578.44,0.56029,1.02923,-8.25026,0.45255,-1.76595,3.22964184,-5.57546553,-52.51611978,0.01223,0.01868,0.11439,1.05521,3.11514,7.09313
2017/9/20,10519.17,-0.54158,0.93001,-6.81163,0.03279,-1.2254,-10.76601802,-5.86860896,-38.95423689,-0.50386,-0.5067,-0.40588,0.52255,2.63,6.62289
2017/9/19,10576.14,-0.5241,0.96557,3.61456,0.2612,-2.36999,-2.0641776,1.55981675,-60.21784843,0.01159,0.00756,0.18809,1.07867,3.20737,7.17916
2017/9/18,10631.57,0.48121,0.56933,-16.95578,0.73747,3.02195,4.68379044,5.48964225,29.99954405,0.46855,0.48967,0.79505,1.60446,3.76845,7.71426
2017/9/15,10580.41,0.25368,0.57302,22.08656,-0.25807,1.61431,-0.62411745,3.49124107,-8.61043506,0.09958,0.06682,0.45958,1.14721,3.36261,7.32462
2017/9/14,10553.57,0.19605,0.60524,-5.31177,0.23549,2.62798,-1.04093944,-2.08964532,-25.61663896,-0.21047,-0.20098,0.32917,0.92782,3.1724,7.14008
2017/9/13,10532.88,-0.73551,0.82323,3.04543,-0.13745,2.79679,-0.51725124,-4.22144605,-91.35466024,-0.37872,-0.42839,0.22083,0.75766,3.03368,7.00982
2017/9/12,10610.35,0.35993,0.5661,-5.09809,0.34403,0.1409,1.25417411,-1.18925724,-31.65664165,0.32595,0.27045,1.06362,1.51103,3.78895,7.74
2017/9/11,10572.16,-0.35745,0.84899,7.47429,0.7218,0.98389,-3.09178115,-2.67676756,-35.98357881,-0.04828,0.01782,0.84773,1.20033,3.49561,7.46383
2017/9/8,10609.95,0.67333,0.55825,-8.27403,0.53182,2.86368,0.77283565,-8.38687271,35.70358476,0.31239,0.41746,1.36436,1.60274,3.88644,7.84916
2017/9/7,10538.51,-0.08872,0.88749,1.97392,0.24089,-4.448,-5.93745798,-12.24896874,-24.71081304,-0.33468,-0.16799,0.82874,1.00739,3.29,7.29199
2017/9/6,10547.86,-0.66345,0.80349,7.37038,-0.12492,-3.19318,-11.48160694,-8.15782607,-40.83890089,-0.33537,-0.03222,1.01561,1.16627,3.42549,7.43728
2017/9/5,10617.84,0.45179,0.50462,11.40418,0.40737,0.67101,-3.18319359,-4.47423837,-3.15002317,0.28535,0.75991,1.70448,1.89228,4.11772,8.11016
2017/9/4,10569.87,-0.23605,0.51555,-7.98584,-0.12898,-0.96735,0.42292869,-4.96169541,-17.39785613,0.06227,0.52312,1.2815,1.52425,3.75175,7.75479
2017/9/1,10594.82,0.08532,0.47836,-12.10002,0.31107,3.46579,3.47804328,-5.89369181,8.85640723,0.38047,0.98719,1.50948,1.8285,4.04335,8.02727
2017/8/31,10585.78,0.15474,0.54225,6.17114,0.87368,3.66692,4.68342848,-11.34025132,13.5922524,0.44524,1.16099,1.46706,1.80688,4.03206,8.00116
2017/8/30,10569.4,0.68906,0.5952,10.53793,0.68715,3.49508,-7.43143653,-0.7895666,32.69896335,0.47416,1.21257,1.36919,1.71147,3.95886,7.91088
2017/8/29,10496.57,-0.28019,0.52735,-5.55324,0.97678,4.08315,0.35043007,-1.20081729,-42.19207271,0.0934,0.79294,0.70872,1.08657,3.36479,7.32701
2017/8/28,10525.98,0.09947,0.41253,-5.94667,0.2032,1.82084,6.61692669,-0.63819366,-17.18115112,0.5711,1.24628,1.0143,1.40892,3.69362,7.64161
2017/8/25,10515.51,0.25248,0.39088,3.11456,0.00126,4.83883,1.94454146,3.07874328,58.93304109,0.85171,1.43391,0.96265,1.35817,3.66017,7.61061
2017/8/24,10488.96,0.7832,0.74583,0.61093,0.2901,0.94558,1.3269697,-0.14086938,78.2419038,0.971,1.36169,0.75604,1.16526,3.48249,7.43691
2017/8/23,10406.81,0.14164,0.7735,5.23956,-0.04401,0.58283,-16.64331379,5.7990289,4.98193304,0.41911,0.73605,-0.0367,0.43896,2.78791,6.76309
2017/8/22,10392.07,0.63202,0.54849,22.04534,0.27469,2.16045,0.53601745,4.6184441,39.48838164,0.50192,0.53408,-0.18451,0.34896,2.70737,6.68281
2017/8/21,10326.39,0.049,0.51904,-4.27252,0.25805,2.72847,0.01735993,0.49726006,-25.50093923,0.02578,-0.26987,-0.85614,-0.22815,2.14643,6.141
2017/8/18,10321.33,-0.46544,0.68303,-9.77419,-0.04774,2.42026,1.74276823,-1.66332717,-48.04836241,0.17269,-0.56414,-0.97093,-0.24104,2.14496,6.14322
2017/8/17,10369.37,0.76167,0.67361,-1.53467,0.36081,3.84169,-0.07791404,2.5750377,31.46146246,0.61929,-0.27687,-0.55878,0.25757,2.64267,6.6265
2017/8/16,10290.39,-0.20184,0.74266,5.12084,0.44533,2.83321,-1.86795326,8.78208679,-45.66782821,-0.06645,-1.14418,-1.39374,-0.45534,1.94327,5.96459
2017/8/15,10311.16,0.83288,0.63069,-14.05875,-0.09528,0.3757,-8.12645125,3.01147024,19.95899628,-0.214,-1.16242,-1.2941,-0.20732,2.18333,6.2049
2017/8/14,10225.28,-1.01992,1.35009,-13.18929,-0.82451,0.3805,-8.8350166,-5.3892276,-19.24112,-1.55994,-2.13541,-2.22802,-0.99777,1.40726,5.4713
2017/8/11,10329.57,-0.00165,0.96304,-11.33466,-0.23225,2.6236,-6.26049093,-5.8938204,-90.849227,-1.22017,-1.29983,-1.30833,0.06673,2.43861,6.47373
2017/8/10,10329.74,-1.36151,1.66371,17.79974,-1.34769,-8.07375,-10.89994993,-4.1650683,12.71297772,-1.56118,-1.38866,-1.362,0.12648,2.48618,6.52396
2017/8/9,10470.38,-0.94161,0.74666,-19.1845,-0.55259,-4.44862,-14.81902887,-3.57350988,-69.51214401,-0.46468,-0.19739,-0.06277,1.51831,3.84046,7.82778
2017/8/8,10568.97,-0.0985,0.80701,4.62922,0.16061,-3.80034,-5.13780417,0.67965604,-6.8335928,0.37996,0.78578,0.89416,2.50618,4.79033,8.7412
2017/8/7,10579.38,0.68832,0.66671,10.6656,0.44584,-2.95929,3.4030905,7.39709095,-5.23046317,0.72692,0.98343,1.06417,2.68595,4.95099,8.88694
2017/8/4,10506.56,0.34912,0.4229,3.08113,0.3948,0.93008,-0.76147452,2.57531418,-19.45247185,0.32831,0.40956,0.51622,2.10547,4.36114,8.31212
2017/8/3,10469.88,-0.47173,0.48575,-12.31536,0.24845,0.19019,-3.64782593,-11.3814146,-56.20820183,0.13865,0.12738,0.26764,1.84291,4.09302,8.04561
2017/8/2,10519.27,0.77933,0.38035,9.23389,-0.05329,2.04005,-0.77395852,-0.50082784,86.9839326,0.53433,0.56828,0.78424,2.38324,4.61301,8.52764
2017/8/1,10437.29,0.09543,0.58739,14.3028,0.31682,1.0953,0.14386465,-6.1751523,2.87983808,-0.055,-0.20009,0.05979,1.71293,3.94172,7.86362
2017/7/31,10427.33,0.04105,0.58654,-2.00662,0.12979,1.1451,-3.57451218,-4.67647894,-12.12308511,-0.20017,-0.33797,0.00725,1.69897,3.92051,7.82705
2017/7/28,10423.05,-0.81857,0.66923,-11.7891,-0.22643,-3.18621,-7.78858579,-6.10736634,-63.37839269,-0.30646,-0.40815,-0.02684,1.74293,3.95216,7.84257
2017/7/27,10508.37,0.84942,0.84061,0.64444,0.14136,2.72339,-3.03949772,-7.77693796,49.76267111,0.48198,0.38723,0.79862,2.61294,4.80872,8.64627
2017/7/26,10419.11,-0.42268,0.79561,15.05073,0.21473,4.26401,-11.6197396,-3.21496543,-24.68842218,-0.35329,-0.41986,-0.00962,1.86709,4.07955,7.9239
2017/7/25,10463.15,0.01787,0.29721,10.99862,-0.1108,1.35164,-0.8792096,-3.7540322,4.58267334,-0.09718,0.00131,0.42497,2.35625,4.56063,8.36522
2017/7/24,10461.28,0.23496,0.52068,-3.21459,0.18359,-0.52989,-0.5918103,-7.48201926,12.26358443,-0.14969,0.02892,0.3838,2.43298,4.62635,8.40391
2017/7/21,10436.7,-0.60038,0.46919,-20.88994,0.15463,1.23603,6.1944619,-8.62190623,-47.93986969,-0.3784,-0.04233,0.12395,2.29912,4.49194,8.24714
2017/7/20,10499.36,-0.06419,0.48393,-16.01202,0.07467,1.64671,-2.49214663,-10.1187887,-12.13067098,0.20693,0.68754,0.7481,2.9743,5.15071,8.8487
2017/7/19,10506.1,0.23643,0.61315,19.02967,-0.33322,2.51142,-11.38315597,0.20910175,41.99000604,0.34559,0.87609,0.85951,3.14088,5.30336,8.96412
2017/7/18,10481.26,0.22631,0.49049,-3.03147,0.5715,-0.07996,-2.0584453,-7.6970078,10.70346457,0.27241,0.73783,0.69915,3.03665,5.1705,8.80726
2017/7/17,10457.54,0.13034,0.51229,-1.11365,-0.44676,3.84647,-1.93835888,-3.84723851,10.76776567,0.17184,0.64032,0.54889,2.93846,5.05014,8.65977
2017/7/14,10443.91,-0.1555,0.41027,-15.9896,0.02953,0.80545,-1.5372244,-1.79729574,-21.02534169,0.36257,0.5535,0.51817,2.94342,5.0123,8.59819
2017/7/13,10460.15,0.37734,0.6346,4.43817,0.64052,2.01302,-8.77942823,-2.15283002,9.42737271,0.79767,0.75459,0.80989,3.2222,5.24213,8.79536
2017/7/12,10420.68,0.04904,0.54857,1.61142,-0.02321,5.73419,2.32190224,9.04389875,30.83694866,0.59841,0.41563,0.61259,2.96977,4.97234,8.50798
2017/7/11,10415.57,1.20646,0.98401,25.21518,-0.57245,6.2956,1.92835416,-1.74825005,111.954777,0.58015,0.3957,0.73099,3.03486,5.01141,8.51853
2017/7/10,10289.91,-0.07133,0.45649,-1.41628,-0.29346,1.62998,0.75606006,-1.838712,-21.42219868,-0.5022,-0.91444,-0.34162,1.9613,3.93832,7.45835
2017/7/7,10297.25,-0.68902,0.46997,-4.47866,-0.3075,-1.52465,-6.6775405,-8.25635749,-62.45876825,-0.66923,-1.06009,-0.18271,2.10454,4.08106,7.57854
2017/7/6,10368.2,-0.35291,0.43232,2.95251,-0.25937,0.50432,-3.34401468,-1.18793614,0.00407066,-0.16904,-0.44612,0.54991,2.85153,4.81292,8.26849
2017/7/5,10404.79,0.54792,0.96158,-9.14357,-0.12429,-7.34081,15.6261822,-4.15722365,-22.25654379,0.08048,-0.12255,0.96808,3.27899,5.23426,8.65156
2017/7/4,10347.78,-0.62825,0.70948,7.61549,0.00387,-1.01344,-0.90410854,-5.45152923,-43.95780455,-0.44249,-0.62094,0.5166,2.83023,4.80331,8.21124
2017/7/3,10412.79,0.17018,0.47336,-11.25095,0.0587,-5.68183,0.26720492,-4.9698385,-3.24858643,-0.13094,0.02966,1.2057,3.51282,5.48522,8.84678
2017/6/30,10395.07,-0.2557,0.62751,-5.43939,-0.0524,-3.90626,2.0655127,-17.55255359,4.00694746,-0.49627,0.01527,1.12673,3.43092,5.42509,8.76241
2017/6/29,10421.65,0.29842,0.81716,-24.33951,0.36359,-0.94849,-6.81224713,-6.99254078,40.89971411,-0.20663,0.49897,1.49257,3.74847,5.76175,9.06785
2017/6/28,10390.55,-1.16943,0.73008,8.21451,-0.05899,2.18703,0.59550884,-6.97160846,-12.92005302,-0.46307,0.52193,1.32723,3.55825,5.58494,8.86407
2017/6/27,10512.06,-0.01807,0.53671,-17.73874,-0.04324,-1.73566,16.66978458,-4.6230766,1.09749434,0.77587,1.9744,2.61198,4.75902,6.77777,9.98213
2017/6/26,10513.96,1.29599,1.63687,32.31333,-0.14601,2.28151,6.73357087,0.49503257,171.436537,1.15066,2.35726,2.85372,4.88019,6.90822,10.06869
2017/6/23,10377.7,-0.20583,0.46362,-7.19304,0.46772,-3.81276,5.57986298,-2.77757234,-29.27059096,0.36031,1.4645,1.77669,3.73365,5.79796,8.96206
2017/6/22,10399.06,0.47447,0.33095,-12.90848,-0.12767,0.9138,12.90528658,0.43985437,28.68081717,0.98995,1.83811,2.10789,4.01167,6.08549,9.22082
2017/6/21,10349.72,0.24406,1.01225,14.21525,0.21754,0.11467,22.00421692,1.85443381,24.59516966,1.11837,1.53757,1.81254,3.63395,5.7309,8.86429
2017/6/20,10324.46,0.71539,0.65267,4.41732,0.3568,-7.26262,-0.8340151,2.75770597,14.03470112,1.41354,1.43201,1.73788,3.46581,5.58989,8.71762
2017/6/19,10250.6,0.91575,0.86219,-8.07033,0.26606,-3.75698,11.140691,6.14700622,25.09867503,1.0862,0.83717,1.18946,2.83557,4.99073,8.13499
2017/6/16,10156.73,0.67325,0.84995,19.0754,0.17885,1.64971,3.22981028,-4.97179961,28.18222947,0.44896,-0.05591,0.42539,1.9832,4.18568,7.35053
2017/6/15,10088.35,0.15751,0.41897,-27.90372,0.07681,1.95995,-2.58610529,-5.6098402,2.93708509,-0.31089,-0.73551,-0.15672,1.3591,3.60135,6.78203
2017/6/14,10072.46,-0.55289,1.29912,18.48016,-0.46543,-5.96305,-10.07476965,-4.40740323,-20.98204444,-0.74202,-0.95815,-0.27765,1.23322,3.5077,6.69303
2017/6/13,10128.15,0.1796,0.36436,-10.59398,0.27312,-2.56372,-0.47919482,-2.69840443,-83.84513876,-0.45967,-0.4178,0.29395,1.8149,4.09772,7.26559
2017/6/12,10109.96,-0.88714,0.4792,-14.20139,0.21872,-0.37661,7.5486748,-3.92815053,-138.2222624,-0.79478,-0.51199,0.15973,1.70218,3.98579,7.16304
2017/6/9,10199.65,-0.25619,0.67752,17.59835,-0.07439,0.60037,-1.58470447,-7.9019905,-33.77156998,-0.13763,0.37971,1.09803,2.62632,4.89006,8.04541
2017/6/8,10225.78,0.15441,0.24131,-20.63452,0.21093,5.88898,2.63877442,-2.25664925,25.0023484,0.19942,0.72342,1.44765,2.95701,5.20935,8.3453
2017/6/7,10209.99,0.03732,0.57838,16.07425,-0.6567,-0.38674,-4.54509866,-5.21801767,23.00992023,0.18856,0.74751,1.42132,2.90453,5.14234,8.27087
2017/6/6,10206.18,-0.20243,0.30572,-7.7544,0.37806,3.80679,-1.64292376,-4.3572795,9.02747752,0.39149,0.90853,1.5288,2.95833,5.19261,8.30496
2017/6/5,10226.84,0.67166,0.60576,50.90257,0.24423,-2.4046,3.44050488,-4.40151826,38.96553278,0.91629,1.313,1.85922,3.22815,5.46698,8.55094
2017/6/3,10158.15,0.05533,0.24299,-91.77728,0.21291,-1.53853,5.46939695,-6.6358064,0.64460014,0.49218,0.92054,1.35649,2.65397,4.90677,7.99601
2017/6/2,10152.53,0.64132,0.34937,6.40703,0.13487,-1.50768,1.428014,0.7184559,42.78887059,0.53492,1.05156,1.39571,2.67814,4.92943,8.00914
2017/6/1,10087.42,0.46295,0.40038,-50.52295,0.223,2.71727,-0.1525294,-3.90609976,25.66409167,0.10726,0.55055,0.857,2.1333,4.39511,7.47986
2017/5/31,10040.72,-0.60982,0.89214,25.53355,-0.27901,-0.62018,1.0049318,-3.086399,-51.97896182,-0.19883,0.1437,0.46866,1.74378,4.02225,7.11179
2017/5/26,10101.95,-0.06474,0.48449,-3.91307,-0.17746,-1.38066,-1.9089757,-7.97434979,16.33913357,0.49454,0.75282,1.15545,2.39971,4.67672,7.73604
2017/5/25,10108.49,0.63382,0.48761,15.01172,-0.61027,1.0027,1.6342289,-5.2740503,61.71432314,0.86426,0.93092,1.33877,2.5208,4.8167,7.85776
2017/5/24,10044.42,0.36418,0.45319,-0.43044,-0.00278,-1.56031,-1.1573324,1.36716718,10.87134483,0.50876,0.40553,0.83491,1.9553,4.28674,7.33527
2017/5/23,10007.84,0.10572,0.45446,12.64751,-0.55545,-0.93498,1.7009115,2.5427045,29.74682157,0.20656,0.11754,0.57372,1.64117,4.01275,7.05937
2017/5/22,9997.26,0.49654,0.3633,1.607,-0.19265,-0.47027,2.2776166,-0.96100964,11.08804124,0.05363,0.10422,0.61348,1.57774,3.99175,7.02537
2017/5/19,9947.62,-0.21945,0.32656,-18.90088,-0.03255,2.46908,1.7049039,-4.32452435,-12.72804909,-0.52465,-0.33395,0.25819,1.12749,3.59546,6.62857
2017/5/18,9969.45,-0.44356,0.74026,-0.18366,0.05519,-0.71405,-0.52510278,-1.58170194,-38.60437353,-0.38317,-0.06642,0.63454,1.37202,3.88616,6.89786
2017/5/17,10013.67,-0.17796,0.61468,-25.02444,0.16971,0.60283,-2.51997667,-3.05296162,9.53700584,-0.00385,0.37727,1.23787,1.84246,4.39442,7.37843
2017/5/16,10031.49,-0.05313,0.67117,16.00226,-0.10478,0.07141,2.25815921,25.08493081,7.47005409,0.26421,0.6124,1.54645,2.05711,4.65419,7.6123
2017/5/15,10036.82,0.49817,0.58325,-5.30736,0.00249,2.48048,4.10862539,9.23742572,6.65033651,0.54834,0.75507,1.7557,2.1476,4.79542,7.74025
2017/5/12,9986.82,-0.14679,0.46841,-5.72327,-0.29352,0.43809,4.7486081,2.19691691,17.11099516,0.24983,0.42323,1.41597,1.71077,4.40881,7.35932
2017/5/11,10001.48,0.33155,0.54388,6.9007,-0.11291,1.59713,0.7899823,1.8422277,40.7012344,0.56978,0.69537,1.63553,1.90092,4.61846,7.57123
2017/5/10,9968.32,0.53008,0.39922,-19.90963,-0.04217,1.25476,4.1753793,-1.72341747,51.61784938,0.30691,0.51052,1.40051,1.63074,4.38964,7.34155
2017/5/9,9915.48,-0.21956,1.0284,21.76077,-0.42038,-2.09322,-10.61868992,-2.63916878,56.06289142,-0.19815,0.10802,0.9436,1.17009,3.94324,6.92764
2017/5/8,9937.25,0.37546,0.65018,11.78397,-0.62484,-1.31804,-5.00478704,-1.79602656,60.57792651,-0.03055,0.52564,1.17718,1.44903,4.21453,7.2096
2017/5/5,9899.94,-0.68384,0.61289,0.22374,0.14072,7.80507,-0.77849543,-1.0278814,-9.39481878,-0.27572,0.37281,0.83701,1.14205,3.9267,6.93689
2017/5/4,9967.64,0.1235,0.34892,-6.88722,0.29302,4.3925,0.31915316,2.0353355,49.53207194,0.48425,1.31759,1.5116,1.87401,4.64884,7.64272
2017/5/3,9955.33,0.14123,0.42004,-40.13049,-0.0035,2.94808,-1.5091294,-0.07617404,70.45795964,0.58457,1.52474,1.39893,1.8384,4.6003,7.60433
2017/5/2,9941.27,0.69679,0.25515,11.51617,-0.10487,1.11934,1.42175026,-0.44014611,111.2896991,0.67255,1.59547,1.33181,1.78782,4.52259,7.55009
